Season,School,Conference,G,BA,OBPct,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OppDP,CS,Picked,SB,IBB,
2017,UAB,C-USA,,0.259,0.339,257,"1,777",460,89,13,647,24,223,165,58,16,28,386,38,13,,66,,
2017,UC Davis,Big West,,0.271,0.342,250,"1,703",461,88,7,656,31,223,134,63,22,35,318,50,28,,62,,
2017,UC Irvine,Big West,,0.274,0.364,292,"1,913",525,91,8,710,26,270,222,64,29,43,379,48,23,,40,,
2017,UC Riverside,Big West,,0.259,0.327,265,"1,901",492,92,22,709,27,244,163,36,14,26,472,42,15,,22,,
2017,UC Santa Barbara,Big West,,0.271,0.344,296,"1,872",507,85,15,772,50,265,182,37,19,33,418,49,25,,43,,
2017,UCF,AAC,,0.278,0.363,388,"2,125",591,114,17,892,51,349,226,69,20,26,482,36,16,,106,,
2017,UCLA,Pac-12,,0.258,0.346,294,"1,904",491,98,5,731,44,269,213,59,31,56,387,38,20,,46,,
2017,UConn,AAC,,0.256,0.332,287,"1,948",499,98,16,686,19,251,186,42,17,44,369,41,20,,61,,
2017,UIC,Horizon,,0.286,0.374,339,"1,873",535,99,8,770,40,306,212,73,32,45,350,43,23,,53,,
2017,UIW,Southland,,0.277,0.37,312,"1,911",530,84,21,704,16,273,250,44,24,22,368,54,16,,45,,
2017,UMass Lowell,America East,,0.254,0.345,247,"1,550",394,84,10,609,37,235,179,47,19,23,410,30,18,,52,,
2017,UMBC,America East,,0.292,0.368,266,"1,601",467,94,7,665,30,242,179,29,24,25,285,40,19,,44,,
2017,UMES,MEAC,,0.247,0.32,194,"1,678",414,58,5,503,7,166,150,37,13,27,407,37,24,,86,,
2017,UNC Asheville,Big South,,0.222,0.332,261,"1,880",417,90,8,631,36,234,268,52,19,18,534,40,14,,56,,
2017,UNC Greensboro,SoCon,,0.32,0.388,438,"2,076",665,106,33,972,45,400,218,33,31,47,361,40,26,,59,,
2017,UNCW,CAA,,0.267,0.355,353,"2,001",534,103,10,912,85,313,237,46,16,23,486,52,19,,37,,
2017,UNLV,MWC,,0.299,0.37,324,"1,981",592,107,20,886,49,299,193,42,21,22,384,63,15,,39,,
2017,USC Upstate,ASUN,,0.283,0.363,304,"1,958",554,85,15,732,21,270,217,42,20,39,405,35,11,,40,,
2017,UT Arlington,Sun Belt,,0.276,0.368,298,"1,916",529,78,11,719,30,273,231,62,23,18,356,52,15,,41,,
2017,UT Martin,OVC,,0.295,0.376,335,"1,930",569,105,15,833,43,301,205,63,27,32,404,44,18,,59,,
2017,Utah,Pac-12,,0.287,0.375,311,"1,791",514,91,16,715,26,281,216,48,21,29,348,34,25,,37,,
2017,Utah Valley,WAC,,0.27,0.346,248,"1,848",499,87,14,698,28,228,182,40,16,15,441,56,17,,28,,
2017,UTRGV,WAC,,0.274,0.378,310,"1,798",492,92,16,694,26,279,268,43,13,46,352,47,33,,52,,
2017,UTSA,C-USA,,0.295,0.375,374,"2,014",595,129,14,920,56,339,220,48,20,18,398,57,14,,45,,
2017,Valparaiso,Horizon,,0.273,0.365,290,"1,815",495,100,11,716,33,254,194,80,19,43,329,43,18,,48,,
2017,Vanderbilt,SEC,,0.28,0.373,409,"2,141",599,114,17,900,51,379,287,43,22,34,475,45,26,,55,,
2017,VCU,Atlantic 10,,0.29,0.384,329,"1,996",579,104,2,813,42,293,236,85,25,22,377,48,19,,36,,
2017,Villanova,Big East,,0.223,0.303,136,"1,541",343,57,12,448,8,123,139,43,7,21,427,35,14,,29,,
2017,Virginia,ACC,,0.321,0.405,459,"2,061",662,105,18,986,61,416,255,60,39,50,233,39,14,,77,,
2017,Virginia Tech,ACC,,0.277,0.369,356,"1,928",534,112,12,922,84,334,203,92,26,27,481,37,10,,21,,
2017,VMI,SoCon,,0.263,0.353,327,"1,996",525,94,14,878,77,304,237,51,16,20,608,36,26,,39,,
2017,Wagner,NEC,,0.272,0.36,283,"1,681",457,75,19,696,42,256,200,42,21,25,308,30,27,,69,,
2017,Wake Forest,ACC,,0.308,0.401,481,"2,250",693,129,3,"1,146",106,445,306,61,27,22,535,51,16,,46,,
2017,Washington,Pac-12,,0.261,0.348,270,"1,794",468,96,12,666,26,240,215,34,19,43,401,44,21,,38,,
2017,Washington St.,Pac-12,,0.272,0.357,259,"1,774",482,105,11,672,21,238,202,43,15,42,356,39,15,,35,,
2017,West Virginia,Big 12,,0.287,0.368,370,"2,136",613,97,18,905,53,331,257,32,26,46,453,46,37,,73,,
2017,Western Caro.,SoCon,,0.304,0.386,376,"1,943",591,104,11,873,52,346,210,68,29,25,342,59,28,,59,,
2017,Western Ill.,Summit League,,0.259,0.351,242,"1,619",419,72,12,578,21,210,188,49,13,26,392,40,34,,82,,
2017,Western Ky.,C-USA,,0.254,0.333,255,"1,852",471,90,12,726,47,241,175,49,14,37,460,45,20,,48,,
2017,Western Mich.,MAC,,0.307,0.39,319,"1,922",591,99,10,797,29,297,204,64,12,62,330,44,15,,31,,
2017,Wichita St.,MVC,,0.267,0.353,316,"1,979",528,100,18,784,40,284,225,45,12,29,441,50,15,,37,,
2017,William & Mary,CAA,,0.283,0.363,345,"1,997",565,102,11,827,46,304,202,59,20,23,465,42,16,,38,,
2017,Winthrop,Big South,,0.279,0.359,316,"1,989",555,84,10,767,36,291,215,49,27,38,439,41,24,,33,,
2017,Wofford,SoCon,,0.294,0.379,406,"1,975",581,101,15,910,66,364,226,59,23,42,490,43,25,,124,,
2017,Wright St.,Horizon,,0.26,0.349,339,"1,994",519,106,26,788,37,301,228,57,27,27,431,33,31,,130,,
2017,Xavier,Big East,,0.273,0.366,364,"2,059",562,95,12,864,61,334,263,63,38,28,496,36,21,,84,,
2017,Yale,Ivy League,,0.29,0.362,356,"1,758",509,107,7,753,41,317,174,36,19,17,373,30,17,,40,,
2017,Youngstown St.,Horizon,,0.257,0.328,262,"1,882",484,76,12,734,50,245,162,48,22,19,455,48,19,,59,,
2016,A&M-Corpus Christi,Southland,,0.261,0.334,217,"1,697",443,54,20,591,18,185,152,40,11,24,327,39,20,,30,,
2016,A&M-Corpus Christi,Southland,,0.261,0.334,217,"1,697",443,54,20,591,18,185,152,40,11,24,327,39,20,,30,,
2016,Abilene Christian,Southland,,0.241,0.3,182,"1,738",418,68,6,525,9,147,127,27,12,45,412,36,25,,67,,
2016,Abilene Christian,Southland,,0.241,0.3,182,"1,738",418,68,6,525,9,147,127,27,12,45,412,36,25,,67,,
2016,Air Force,Mountain West,,0.325,0.381,390,"2,018",655,141,20,965,43,361,153,43,22,24,362,54,23,,56,,
2016,Air Force,Mountain West,,0.325,0.381,390,"2,018",655,141,20,965,43,361,153,43,22,24,362,54,23,,56,,
2016,Alabama,SEC,,0.249,0.337,256,"1,925",480,91,6,673,30,232,205,52,6,32,446,40,16,,43,,
2016,Alabama A&M,SWAC,,0.258,0.345,293,"1,859",480,88,17,698,32,265,208,45,15,32,432,47,23,,47,,
2016,Alabama A&M,SWAC,,0.258,0.345,293,"1,859",480,88,17,698,32,265,208,45,15,32,432,47,23,,47,,
2016,Alabama St.,SWAC,,0.306,0.408,472,"1,858",569,111,13,898,64,422,231,110,32,25,373,41,23,,82,,
2016,Albany (NY),America East,,0.264,0.361,266,"1,672",442,77,11,574,11,234,223,43,21,21,358,35,24,,60,,
2016,Alcorn,SWAC,,0.275,0.35,256,"1,709",470,82,14,673,31,236,164,40,15,24,423,31,17,,33,,
2016,Alcorn,SWAC,,0.275,0.35,256,"1,709",470,82,14,673,31,236,164,40,15,24,423,31,17,,33,,
2016,Appalachian St.,Sun Belt,,0.232,0.322,231,"1,786",415,76,10,610,33,205,188,53,13,32,449,27,9,,23,,
2016,Arizona,Pac-12,,0.287,0.377,421,"2,412",693,129,30,960,26,368,321,49,34,81,476,48,30,,77,,
2016,Arizona St.,Pac-12,,0.262,0.336,298,"2,022",530,111,19,784,35,271,205,33,24,25,436,48,23,,43,,
2016,Arizona St.,Pac-12,,0.262,0.336,298,"2,022",530,111,19,784,35,271,205,33,24,25,436,48,23,,43,,
2016,Ark.-Pine Bluff,SWAC,,0.285,0.366,304,"1,591",454,81,13,633,24,271,151,62,17,21,306,33,22,,42,,
2016,Arkansas,SEC,,0.275,0.36,324,"1,870",515,90,13,778,49,289,222,39,24,26,413,43,14,,39,,
2016,Arkansas St.,Sun Belt,,0.266,0.366,336,"1,944",517,93,22,753,33,303,220,98,20,65,423,35,8,,48,,
2016,Arkansas St.,Sun Belt,,0.266,0.366,336,"1,944",517,93,22,753,33,303,220,98,20,65,423,35,8,,48,,
2016,Army West Point,Patriot,,0.251,0.333,206,"1,496",376,47,6,474,13,174,136,55,16,53,345,25,24,,67,,
2016,Auburn,SEC,,0.294,0.385,346,"1,975",581,102,14,822,37,310,241,62,21,10,416,47,27,,61,,
2016,Austin Peay,OVC,,0.308,0.402,443,"2,020",622,135,19,990,65,407,296,43,31,34,477,34,19,,56,,
2016,Austin Peay,OVC,,0.308,0.402,443,"2,020",622,135,19,990,65,407,296,43,31,34,477,34,19,,56,,
2016,Ball St.,MAC,,0.288,0.389,378,"1,979",569,123,21,881,49,334,290,63,36,30,390,49,35,,60,,
2016,Baylor,Big 12,,0.274,0.347,272,"1,801",494,92,14,716,34,242,165,46,19,44,375,46,11,,14,,
2016,Belmont,OVC,,0.297,0.405,465,"2,111",626,131,20,"1,025",76,426,327,76,28,30,502,51,28,,115,,
2016,Bethune-Cookman,MEAC,,0.282,0.372,313,"1,873",528,63,8,742,45,279,211,69,19,18,352,59,12,,52,,
2016,Binghamton,America East,,0.292,0.372,340,"1,841",537,99,13,773,37,306,201,52,27,32,354,41,25,,57,,
2016,Binghamton,America East,,0.292,0.372,340,"1,841",537,99,13,773,37,306,201,52,27,32,354,41,25,,57,,
2016,Boston College,ACC,,0.264,0.356,282,"1,910",504,95,7,673,20,246,240,41,13,38,425,42,25,,73,,
2016,Bowling Green,MAC,,0.229,0.31,176,"1,762",404,55,3,504,13,152,185,25,9,40,392,34,22,,36,,
2016,Bowling Green,MAC,,0.229,0.31,176,"1,762",404,55,3,504,13,152,185,25,9,40,392,34,22,,36,,
2016,Bradley,MVC,,0.283,0.371,278,"1,699",481,116,17,712,27,251,189,60,19,57,411,31,17,,41,,
2016,Brown,Ivy League,,0.259,0.335,163,"1,235",320,71,4,465,22,156,107,35,4,20,245,24,12,,12,,
2016,Brown,Ivy League,,0.259,0.335,163,"1,235",320,71,4,465,22,156,107,35,4,20,245,24,12,,12,,
2016,Bryant,NEC,,0.318,0.414,465,"1,990",633,129,13,959,57,430,280,73,41,32,291,51,23,,62,,
2016,Bucknell,Patriot,,0.257,0.336,236,"1,721",443,78,27,635,20,217,171,43,20,24,318,32,10,,46,,
2016,Bucknell,Patriot,,0.257,0.336,236,"1,721",443,78,27,635,20,217,171,43,20,24,318,32,10,,46,,
2016,Buffalo,MAC,,0.252,0.352,237,"1,767",445,73,8,603,23,204,238,40,11,28,419,44,14,,21,,
2016,Buffalo,MAC,,0.252,0.352,237,"1,767",445,73,8,603,23,204,238,40,11,28,419,44,14,,21,,
2016,Butler,Big East,,0.246,0.315,225,"1,854",456,90,15,609,11,190,164,30,14,35,348,34,10,,33,,
2016,BYU,WCC,,0.325,0.404,435,"1,953",634,117,18,937,50,402,237,47,37,10,295,51,16,,43,,
2016,Cal Poly,Big West,,0.27,0.361,291,"1,888",510,87,14,682,19,258,239,47,29,43,357,41,20,,35,,
2016,Cal Poly,Big West,,0.27,0.361,291,"1,888",510,87,14,682,19,258,239,47,29,43,357,41,20,,35,,
2016,Cal St. Fullerton,Big West,,0.262,0.343,279,"1,971",516,94,19,726,26,251,211,42,19,63,412,35,24,,63,,
2016,California,Pac-12,,0.293,0.368,331,"1,862",545,102,20,828,47,305,173,60,18,42,352,42,21,,38,,
2016,Campbell,Big South,,0.265,0.359,292,"1,739",460,78,14,650,28,248,184,79,14,37,415,35,30,,83,,
2016,Canisius,MAAC,,0.266,0.367,317,"1,892",503,87,11,645,11,282,246,68,20,60,464,31,35,,78,,
2016,Canisius,MAAC,,0.266,0.367,317,"1,892",503,87,11,645,11,282,246,68,20,60,464,31,35,,78,,
2016,Central Ark.,Southland,,0.273,0.376,303,"1,826",498,83,17,672,19,272,239,74,19,61,413,44,29,,55,,
2016,Central Conn. St.,NEC,,0.266,0.341,235,"1,787",476,74,7,621,19,207,172,40,20,36,326,57,17,,19,,
2016,Central Mich.,MAC,,0.259,0.355,287,"2,000",518,75,14,657,12,248,246,62,18,77,409,45,24,,57,,
2016,Central Mich.,MAC,,0.259,0.355,287,"2,000",518,75,14,657,12,248,246,62,18,77,409,45,24,,57,,
2016,Charleston So.,Big South,,0.272,0.345,231,"1,798",489,66,12,627,16,202,173,36,16,32,315,49,13,,35,,
2016,Charleston So.,Big South,,0.272,0.345,231,"1,798",489,66,12,627,16,202,173,36,16,32,315,49,13,,35,,
2016,Charlotte,C-USA,,0.294,0.358,309,"1,946",572,105,13,805,34,271,165,40,19,38,291,53,11,,34,,
2016,Chicago St.,WAC,,0.227,0.324,207,"1,720",390,61,14,518,13,179,214,40,15,18,380,49,25,,53,,
2016,Cincinnati,AAC,,0.235,0.313,218,"1,883",443,72,18,647,32,197,173,45,13,30,457,30,32,,97,,
2016,Cincinnati,AAC,,0.235,0.313,218,"1,883",443,72,18,647,32,197,173,45,13,30,457,30,32,,97,,
2016,Clemson,ACC,,0.273,0.388,461,"2,185",597,106,10,948,75,419,359,72,31,27,449,56,24,,58,,
2016,Coastal Carolina,Big South,,0.293,0.393,509,"2,380",698,118,11,"1,123",95,456,336,76,32,77,566,39,32,,111,,
2016,Coastal Carolina,Big South,,0.293,0.393,509,"2,380",698,118,11,"1,123",95,456,336,76,32,77,566,39,32,,111,,
2016,Col. of Charleston,CAA,,0.255,0.364,332,"1,946",497,72,10,688,33,293,291,53,23,35,366,42,24,,57,,
2016,Col. of Charleston,CAA,,0.255,0.364,332,"1,946",497,72,10,688,33,293,291,53,23,35,366,42,24,,57,,
2016,Columbia,Ivy League,,0.266,0.358,197,"1,318",350,72,10,532,30,184,167,30,14,26,261,27,17,,50,,
2016,Coppin St.,MEAC,,0.259,0.35,274,"1,671",432,74,8,591,23,238,196,45,12,10,417,33,24,,54,,
2016,Cornell,Ivy League,,0.24,0.325,151,"1,177",282,51,8,418,23,136,117,35,8,19,229,28,13,,29,,
2016,Cornell,Ivy League,,0.24,0.325,151,"1,177",282,51,8,418,23,136,117,35,8,19,229,28,13,,29,,
2016,Creighton,Big East,,0.263,0.338,259,"1,789",470,80,18,640,18,231,165,51,25,46,288,39,28,,74,,
2016,CSU Bakersfield,WAC,,0.265,0.355,298,"1,868",495,81,24,663,13,268,227,50,27,39,360,42,16,,51,,
2016,CSUN,Big West,,0.259,0.347,255,"1,829",474,78,12,654,26,224,199,60,25,44,411,42,18,,66,,
2016,Dartmouth,Ivy League,,0.253,0.327,158,"1,367",346,56,13,473,15,146,126,30,10,28,260,26,15,,25,,
2016,Davidson,Atlantic 10,,0.281,0.362,296,"1,837",516,74,8,675,23,266,216,39,35,34,312,46,14,,48,,
2016,Dayton,Atlantic 10,,0.241,0.32,244,"1,835",442,77,12,615,24,220,166,55,17,45,391,33,21,,48,,
2016,Dayton,Atlantic 10,,0.241,0.32,244,"1,835",442,77,12,615,24,220,166,55,17,45,391,33,21,,48,,
2016,DBU,MVC,,0.291,0.388,428,"2,127",619,117,21,964,62,392,289,74,39,27,410,56,21,,56,,
2016,Delaware,CAA,,0.296,0.375,390,"1,907",564,111,16,845,46,344,213,43,23,16,357,45,25,,79,,
2016,Delaware,CAA,,0.296,0.375,390,"1,907",564,111,16,845,46,344,213,43,23,16,357,45,25,,79,,
2016,Delaware St.,MEAC,,0.241,0.343,206,"1,583",381,63,8,478,6,177,199,54,14,38,389,26,23,,57,,
2016,Duke,ACC,,0.262,0.344,266,"1,895",497,103,12,705,27,240,198,48,22,33,372,40,24,,63,,
2016,East Carolina,AAC,,0.288,0.375,326,"2,088",602,102,10,823,33,292,224,79,22,47,390,70,26,,70,,
2016,Eastern Ill.,OVC,,0.28,0.349,285,"1,908",535,121,13,760,26,256,163,48,16,35,381,42,28,,68,,
2016,Eastern Ky.,OVC,,0.29,0.378,362,"1,941",562,96,12,880,66,333,238,50,19,38,417,46,15,,51,,
2016,Eastern Ky.,OVC,,0.29,0.378,362,"1,941",562,96,12,880,66,333,238,50,19,38,417,46,15,,51,,
2016,Eastern Mich.,MAC,,0.252,0.33,270,"1,938",488,82,8,724,46,238,174,59,15,29,426,43,40,,126,,
2016,Eastern Mich.,MAC,,0.252,0.33,270,"1,938",488,82,8,724,46,238,174,59,15,29,426,43,40,,126,,
2016,Elon,CAA,,0.277,0.384,362,"1,853",514,116,18,831,55,340,268,63,18,28,502,45,10,,37,,
2016,Elon,CAA,,0.277,0.384,362,"1,853",514,116,18,831,55,340,268,63,18,28,502,45,10,,37,,
2016,ETSU,SoCon,,0.307,0.386,430,"2,029",622,119,15,996,75,389,221,56,24,27,344,38,30,,83,,
2016,ETSU,SoCon,,0.307,0.386,430,"2,029",622,119,15,996,75,389,221,56,24,27,344,38,30,,83,,
2016,Evansville,MVC,,0.271,0.365,317,"1,922",520,103,10,796,51,283,234,60,17,15,398,57,13,,31,,
2016,Fairfield,MAAC,,0.279,0.373,330,"1,934",540,82,14,725,25,293,256,48,25,52,368,53,30,,77,,
2016,Fairfield,MAAC,,0.279,0.373,330,"1,934",540,82,14,725,25,293,256,48,25,52,368,53,30,,77,,
2016,Fairleigh Dickinson,NEC,,0.288,0.374,321,"1,743",502,107,9,762,45,281,208,47,26,38,274,37,38,,102,,
2016,FGCU,ASUN,,0.288,0.367,349,"2,063",594,117,11,832,33,323,212,65,33,56,397,59,15,,32,,
2016,FGCU,ASUN,,0.288,0.367,349,"2,063",594,117,11,832,33,323,212,65,33,56,397,59,15,,32,,
2016,FIU,C-USA,,0.291,0.358,306,"2,049",596,105,11,828,35,270,190,35,22,33,443,46,22,,49,,
2016,Fla. Atlantic,C-USA,,0.288,0.382,357,"2,028",584,116,12,823,33,322,266,62,31,37,401,48,12,,45,,
2016,Fla. Atlantic,C-USA,,0.288,0.382,357,"2,028",584,116,12,823,33,322,266,62,31,37,401,48,12,,45,,
2016,Florida,SEC,,0.278,0.37,408,"2,281",634,120,20,953,53,371,299,50,28,26,408,62,29,,76,,
2016,Florida A&M,MEAC,,0.322,0.425,416,"1,773",571,102,18,838,43,377,251,81,22,33,314,56,14,,27,,
2016,Florida A&M,MEAC,,0.322,0.425,416,"1,773",571,102,18,838,43,377,251,81,22,33,314,56,14,,27,,
2016,Florida St.,ACC,,0.294,0.404,460,"2,159",635,142,12,972,57,405,332,92,36,26,439,67,18,,64,,
2016,Florida St.,ACC,,0.294,0.404,460,"2,159",635,142,12,972,57,405,332,92,36,26,439,67,18,,64,,
2016,Fordham,Atlantic 10,,0.256,0.334,273,"1,895",485,80,22,684,25,242,186,46,18,43,378,44,25,,66,,
2016,Fordham,Atlantic 10,,0.256,0.334,273,"1,895",485,80,22,684,25,242,186,46,18,43,378,44,25,,66,,
2016,Fresno St.,Mountain West,,0.291,0.362,331,"1,962",570,102,15,813,37,295,194,40,24,69,396,37,31,,42,,
2016,Furman,SoCon,,0.281,0.356,343,"2,029",571,89,7,824,50,299,193,53,21,42,393,47,19,,33,,
2016,Ga. Southern,Sun Belt,,0.257,0.352,335,"1,993",512,69,11,693,30,292,209,93,19,75,462,44,28,,71,,
2016,Ga. Southern,Sun Belt,,0.257,0.352,335,"1,993",512,69,11,693,30,292,209,93,19,75,462,44,28,,71,,
2016,Gardner-Webb,Big South,,0.294,0.359,335,"1,976",581,124,11,826,33,308,175,42,30,24,319,53,26,,55,,
2016,George Mason,Atlantic 10,,0.24,0.339,248,"1,780",428,75,15,593,20,213,216,58,15,30,450,36,15,,25,,
2016,George Washington,Atlantic 10,,0.278,0.335,269,"1,980",551,94,14,712,13,249,135,44,19,48,306,42,29,,69,,
2016,George Washington,Atlantic 10,,0.278,0.335,269,"1,980",551,94,14,712,13,249,135,44,19,48,306,42,29,,69,,
2016,Georgetown,Big East,,0.263,0.35,258,"1,858",489,76,10,648,21,232,214,43,14,44,345,55,24,,66,,
2016,Georgia,SEC,,0.252,0.336,264,"1,911",482,74,7,693,41,244,224,29,25,22,461,49,19,,44,,
2016,Georgia St.,Sun Belt,,0.284,0.373,323,"1,855",526,96,8,746,36,295,234,48,28,47,367,65,9,,38,,
2016,Georgia Tech,ACC,,0.307,0.372,429,"2,262",694,139,8,"1,044",65,388,205,46,27,37,422,56,18,,46,,
2016,Georgia Tech,ACC,,0.307,0.372,429,"2,262",694,139,8,"1,044",65,388,205,46,27,37,422,56,18,,46,,
2016,Gonzaga,WCC,,0.287,0.375,356,"2,055",590,130,19,857,33,331,240,64,25,25,395,50,19,,36,,
2016,Gonzaga,WCC,,0.287,0.375,356,"2,055",590,130,19,857,33,331,240,64,25,25,395,50,19,,36,,
2016,Grambling,SWAC,,0.289,0.394,376,"1,703",493,98,9,747,46,343,243,66,22,26,349,36,19,,78,,
2016,Grand Canyon,WAC,,0.28,0.359,315,"1,840",515,93,11,699,23,282,201,39,24,44,334,58,30,,77,,
2016,Grand Canyon,WAC,,0.28,0.359,315,"1,840",515,93,11,699,23,282,201,39,24,44,334,58,30,,77,,
2016,Hartford,America East,,0.302,0.387,379,"1,853",559,103,22,805,33,332,235,41,29,38,319,46,22,,57,,
2016,Hartford,America East,,0.302,0.387,379,"1,853",559,103,22,805,33,332,235,41,29,38,319,46,22,,57,,
2016,Harvard,Ivy League,,0.254,0.335,178,"1,270",322,83,9,462,13,150,123,42,18,26,284,33,13,,28,,
2016,Hawaii,Big West,,0.265,0.343,216,"1,753",465,78,16,593,6,194,188,28,16,54,354,55,15,,30,,
2016,Hawaii,Big West,,0.265,0.343,216,"1,753",465,78,16,593,6,194,188,28,16,54,354,55,15,,30,,
2016,High Point,Big South,,0.28,0.364,316,"1,885",527,98,13,741,30,291,215,53,29,30,363,31,28,,85,,
2016,High Point,Big South,,0.28,0.364,316,"1,885",527,98,13,741,30,291,215,53,29,30,363,31,28,,85,,
2016,Hofstra,CAA,,0.25,0.338,255,"1,765",441,87,6,681,47,231,206,37,16,38,365,49,25,,36,,
2016,Holy Cross,Patriot,,0.252,0.338,274,"1,877",473,106,10,731,44,250,207,45,13,47,415,32,28,,30,,
2016,Houston,AAC,,0.271,0.354,289,"1,976",536,80,13,753,37,261,211,54,22,36,336,45,21,,59,,
2016,Houston Baptist,Southland,,0.255,0.335,240,"1,726",440,86,12,586,12,206,168,50,19,36,316,30,23,,67,,
2016,Houston Baptist,Southland,,0.255,0.335,240,"1,726",440,86,12,586,12,206,168,50,19,36,316,30,23,,67,,
2016,Illinois,Big Ten,,0.251,0.34,226,"1,727",434,75,5,600,27,205,198,41,15,24,371,38,14,,54,,
2016,Illinois,Big Ten,,0.251,0.34,226,"1,727",434,75,5,600,27,205,198,41,15,24,371,38,14,,54,,
2016,Illinois St.,MVC,,0.254,0.326,250,"1,922",489,98,15,704,29,231,178,33,17,20,425,37,11,,19,,
2016,Illinois St.,MVC,,0.254,0.326,250,"1,922",489,98,15,704,29,231,178,33,17,20,425,37,11,,19,,
2016,Indiana,Big Ten,,0.256,0.338,265,"1,855",474,79,10,678,35,243,187,56,26,35,394,36,24,,46,,
2016,Indiana,Big Ten,,0.256,0.338,265,"1,855",474,79,10,678,35,243,187,56,26,35,394,36,24,,46,,
2016,Indiana St.,MVC,,0.282,0.366,337,"1,957",551,107,22,810,36,301,203,69,20,25,334,46,22,,36,,
2016,Iona,MAAC,,0.243,0.318,196,"1,694",412,49,9,512,11,180,151,41,16,20,369,41,25,,44,,
2016,Iona,MAAC,,0.243,0.318,196,"1,694",412,49,9,512,11,180,151,41,16,20,369,41,25,,44,,
2016,Iowa,Big Ten,,0.281,0.372,319,"1,930",542,96,12,740,26,283,242,50,17,32,398,53,27,,71,,
2016,Jackson St.,SWAC,,0.322,0.424,507,"1,934",623,113,24,967,61,450,258,110,36,52,351,45,28,,103,,
2016,Jackson St.,SWAC,,0.322,0.424,507,"1,934",623,113,24,967,61,450,258,110,36,52,351,45,28,,103,,
2016,Jacksonville,ASUN,,0.279,0.362,296,"1,880",524,104,9,766,40,263,206,51,19,35,370,37,20,,75,,
2016,Jacksonville St.,OVC,,0.313,0.392,481,"2,166",679,145,22,"1,039",57,425,254,45,33,17,434,48,14,,65,,
2016,Jacksonville St.,OVC,,0.313,0.392,481,"2,166",679,145,22,"1,039",57,425,254,45,33,17,434,48,14,,65,,
2016,James Madison,CAA,,0.282,0.374,331,"1,874",529,113,20,784,34,289,243,44,21,55,427,44,37,,88,,
2016,James Madison,CAA,,0.282,0.374,331,"1,874",529,113,20,784,34,289,243,44,21,55,427,44,37,,88,,
2016,Kansas,Big 12,,0.276,0.372,299,"1,878",518,100,12,711,23,271,241,64,29,42,351,55,17,,48,,
2016,Kansas,Big 12,,0.276,0.372,299,"1,878",518,100,12,711,23,271,241,64,29,42,351,55,17,,48,,
2016,Kansas St.,Big 12,,0.284,0.372,335,"1,934",550,101,17,775,30,300,222,61,21,41,382,57,29,,62,,
2016,Kennesaw St.,ASUN,,0.294,0.369,340,"1,965",578,85,12,807,40,311,212,35,21,50,400,37,15,,34,,
2016,Kent St.,MAC,,0.291,0.377,373,"1,957",569,110,13,843,46,339,234,54,26,52,468,40,31,,60,,
2016,Kent St.,MAC,,0.291,0.377,373,"1,957",569,110,13,843,46,339,234,54,26,52,468,40,31,,60,,
2016,Kentucky,SEC,,0.27,0.345,305,"1,894",511,96,10,783,52,274,177,52,23,35,417,34,16,,41,,
2016,La Salle,Atlantic 10,,0.211,0.296,174,"1,734",366,61,12,496,15,155,176,40,15,26,470,22,24,,43,,
2016,La Salle,Atlantic 10,,0.211,0.296,174,"1,734",366,61,12,496,15,155,176,40,15,26,470,22,24,,43,,
2016,La.-Monroe,Sun Belt,,0.231,0.321,244,"1,783",412,89,7,605,30,212,191,54,17,49,392,40,29,,19,,
2016,Lafayette,Patriot,,0.264,0.336,213,"1,380",364,79,5,519,22,188,105,50,10,31,283,35,20,,53,,
2016,Lafayette,Patriot,,0.264,0.336,213,"1,380",364,79,5,519,22,188,105,50,10,31,283,35,20,,53,,
2016,Lamar University,Southland,,0.298,0.372,341,"1,902",566,113,9,877,60,320,193,42,19,12,370,49,15,,32,,
2016,Lamar University,Southland,,0.298,0.372,341,"1,902",566,113,9,877,60,320,193,42,19,12,370,49,15,,32,,
2016,Lehigh,Patriot,,0.285,0.359,319,"1,800",513,112,14,764,37,288,158,58,17,34,376,32,14,,43,,
2016,Liberty,Big South,,0.287,0.376,380,"1,987",570,114,13,833,41,340,237,66,29,39,399,46,26,,57,,
2016,Liberty,Big South,,0.287,0.376,380,"1,987",570,114,13,833,41,340,237,66,29,39,399,46,26,,57,,
2016,Lipscomb,ASUN,,0.29,0.386,386,"1,958",568,109,14,816,37,343,275,47,25,42,480,46,40,,98,,
2016,Little Rock,Sun Belt,,0.302,0.386,365,"1,855",561,110,6,794,37,333,227,39,24,56,362,44,20,,43,,
2016,Little Rock,Sun Belt,,0.302,0.386,365,"1,855",561,110,6,794,37,333,227,39,24,56,362,44,20,,43,,
2016,LIU,NEC,,0.251,0.352,239,"1,695",425,88,11,580,15,201,224,52,20,36,368,43,34,,79,,
2016,LMU (CA),WCC,,0.266,0.35,266,"1,776",472,84,13,669,29,240,174,64,14,41,362,51,33,,63,,
2016,Long Beach St.,Big West,,0.268,0.352,310,"2,019",542,95,11,749,30,273,213,56,19,70,374,37,44,,68,,
2016,Longwood,Big South,,0.271,0.359,305,"1,995",540,101,5,705,18,261,226,55,10,32,414,47,25,,78,,
